Gene1,Gene1_Chromosome,Gene1_Start,Gene1_End,Gene1_Bin,Gene2,Gene2_Chromosome,Gene2_Start,Gene2_End,Gene2_Bin,HiC_Interaction,Gene1_Time_-4.5,Gene2_Time_-4.5,Gene1_Time_0.5,Gene2_Time_0.5,Gene1_Time_1.0,Gene2_Time_1.0,Gene1_Time_1.5,Gene2_Time_1.5,Gene1_Time_2.0,Gene2_Time_2.0,Gene1_Time_2.5,Gene2_Time_2.5,Gene1_Time_3.0,Gene2_Time_3.0,Gene1_Time_3.5,Gene2_Time_3.5,Gene1_Time_4.0,Gene2_Time_4.0,Gene1_Time_4.5,Gene2_Time_4.5,Gene1_Time_5.0,Gene2_Time_5.0,Gene1_Time_5.5,Gene2_Time_5.5,Gene1_Time_6.0,Gene2_Time_6.0,Gene1_Time_6.5,Gene2_Time_6.5,Gene1_Time_7.0,Gene2_Time_7.0,Gene1_Time_7.5,Gene2_Time_7.5,Gene1_Time_8.0,Gene2_Time_8.0,Gene1_Time_8.5,Gene2_Time_8.5,Gene1_Time_9.0,Gene2_Time_9.0,Gene1_Time_9.5,Gene2_Time_9.5,Gene1_Time_10.0,Gene2_Time_10.0,Gene1_Time_10.5,Gene2_Time_10.5,Gene1_Time_11.0,Gene2_Time_11.0,Gene1_Time_11.5,Gene2_Time_11.5,Gene1_Time_12.0,Gene2_Time_12.0,Gene1_Time_12.5,Gene2_Time_12.5,Gene1_Time_13.0,Gene2_Time_13.0,Gene1_Time_13.5,Gene2_Time_13.5,Gene1_Time_14.0,Gene2_Time_14.0,Gene1_Time_15.0,Gene2_Time_15.0,Gene1_Time_16.0,Gene2_Time_16.0,Gene1_Time_17.0,Gene2_Time_17.0,Gene1_Time_18.0,Gene2_Time_18.0,Gene1_Time_19.0,Gene2_Time_19.0,Gene1_Time_20.0,Gene2_Time_20.0,Gene1_Time_21.0,Gene2_Time_21.0,Gene1_Time_22.0,Gene2_Time_22.0,Gene1_Time_23.0,Gene2_Time_23.0,Gene1_Time_24.0,Gene2_Time_24.0,Gene1_Time_25.0,Gene2_Time_25.0,Gene1_Time_26.0,Gene2_Time_26.0,Gene1_Time_27.0,Gene2_Time_27.0,Gene1_Time_28.0,Gene2_Time_28.0,Gene1_Compartment,Gene2_Compartment,Gene1_Insulation_Score,Gene2_Insulation_Score,Gene1_TAD_Boundary_Distance,Gene2_TAD_Boundary_Distance
ADAMTSL2,2,26969391.0,26998993.0,26000000.0,TTF-1,2,28950274.0,28977668.0,28000000.0,290.5467,6.198142857142857,6.394285714285715,7.67,5.267,7.96025,6.3495,7.579499999999999,5.408,6.7048000000000005,6.0388,5.984,5.789,5.289,5.150799999999999,5.6595,5.64275,5.5475,5.93025,6.20525,5.489999999999999,6.037,5.91025,5.83075,5.407,5.85025,5.57175,6.06825,5.835,6.407000000000001,5.6372,6.72,5.3405000000000005,6.8385,5.70825,8.70175,6.0765,7.63775,6.0120000000000005,7.419,5.77825,7.8965,5.51475,8.275,5.9185,8.37725,6.184,8.423000000000002,6.04,8.64975,5.9495,8.9315,6.154999999999999,8.922,6.244000000000001,9.463666666666668,6.3823333333333325,8.838750000000001,5.96325,9.38525,6.225,9.72425,5.724,9.6345,6.5142500000000005,9.399499999999998,6.454750000000001,8.86975,6.4475,8.499666666666668,6.529333333333334,8.6385,6.347,8.18,6.3525,8.16625,6.06725,8.3855,6.401999999999999,8.2645,6.208,8.913250000000001,6.335,8.1955,6.15475,8.941749999999999,6.425,B,B,0.4914874684115479,0.1439368473994724,2.0,0.0
ADAMTSL2,2,26969391.0,26998993.0,26000000.0,VIM,2,13578738.0,13587637.0,13000000.0,54.2987,6.198142857142857,10.802857142857144,7.67,10.42825,7.96025,10.44725,7.579499999999999,10.6445,6.7048000000000005,10.5414,5.984,10.6905,5.289,10.083,5.6595,10.27175,5.5475,10.931,6.20525,11.549,6.037,10.532,5.83075,10.5825,5.85025,11.22025,6.06825,11.1265,6.407000000000001,11.016,6.72,10.487,6.8385,10.6075,8.70175,10.48025,7.63775,10.3935,7.419,9.61975,7.8965,10.43,8.275,10.8245,8.37725,10.99375,8.423000000000002,11.06175,8.64975,11.366,8.9315,11.366,8.922,10.88975,9.463666666666668,11.051,8.838750000000001,11.0465,9.38525,10.501,9.72425,10.6885,9.6345,10.887,9.399499999999998,10.9905,8.86975,10.89225,8.499666666666668,10.694,8.6385,10.8045,8.18,10.6755,8.16625,10.794,8.3855,10.74075,8.2645,10.9105,8.913250000000001,10.8175,8.1955,10.8975,8.941749999999999,10.92575,B,B,0.4914874684115479,-0.3307920448665176,2.0,3.0
AGER,17,34816836.0,34819910.0,34000000.0,NME3,17,25115474.0,25116496.0,25000000.0,112.4504,9.043571428571427,6.972857142857142,12.12725,6.44075,11.7425,6.1445,12.381,6.497,12.381,6.4338,12.381,6.268000000000001,12.381,6.6354,12.381,6.0775,12.381,6.68275,12.381,6.46,12.381,6.48275,12.381,6.782,12.25275,6.2145,12.381,6.525,12.0732,6.617400000000001,12.381,7.214,12.1245,6.7627500000000005,12.25275,6.923500000000001,11.996250000000002,7.0715,11.638000000000002,6.4425,11.868,6.727499999999999,11.99625,6.26125,11.996250000000002,7.03925,11.996250000000002,6.8115000000000006,11.868,6.68075,12.1245,6.90025,12.1245,6.9475,12.21,6.866666666666667,11.996250000000002,6.7867500000000005,12.381,6.810499999999999,12.25275,6.717,12.25275,7.0512500000000005,12.381,7.039,12.25275,7.11325,12.381,6.866333333333333,12.381,6.8637500000000005,12.381,7.13175,12.381,6.5965,12.381,7.00325,12.381,6.8465,12.381,6.708500000000001,12.381,6.898249999999999,12.381,6.74025,B,B,-1.3234497832890242,-1.4935745077395115,0.0,2.0
AGER,17,34816836.0,34819910.0,34000000.0,RAGE,17,34816836.0,34819910.0,34000000.0,2277.7516,9.043571428571427,4.922142857142857,12.12725,5.762,11.7425,6.0735,12.381,5.765,12.381,5.7526,12.381,5.2045,12.381,5.3942,12.381,4.4715,12.381,5.162750000000001,12.381,4.798,12.381,4.10975,12.381,5.2555,12.25275,4.58825,12.381,4.65225,12.0732,4.593,12.381,5.6325,12.1245,4.87275,12.25275,4.5585,11.996250000000002,4.41525,11.638000000000002,4.90325,11.868,4.1215,11.99625,5.415000000000001,11.996250000000002,3.70775,11.996250000000002,3.981,11.868,4.05225,12.1245,3.82725,12.1245,4.5005,12.21,4.695,11.996250000000002,4.78525,12.381,4.482,12.25275,4.114,12.25275,3.9162500000000007,12.381,4.097,12.25275,4.458,12.381,5.1113333333333335,12.381,4.095750000000001,12.381,4.173,12.381,3.7325,12.381,4.4695,12.381,4.150500000000001,12.381,4.38775,12.381,3.99075,12.381,4.81275,B,B,-1.3234497832890242,-1.3234497832890242,0.0,0.0
AGER,17,34816836.0,34819910.0,34000000.0,tbp,17,15720150.0,15748641.0,15000000.0,41.8801,9.043571428571427,6.155428571428572,12.12725,4.82225,11.7425,5.3275,12.381,5.3775,12.381,5.684399999999999,12.381,5.20825,12.381,5.9256,12.381,5.633249999999999,12.381,5.6075,12.381,5.759,12.381,6.0545,12.381,4.9670000000000005,12.25275,5.5752500000000005,12.381,5.892,12.0732,5.772799999999999,12.381,6.4715,12.1245,5.03125,12.25275,4.98975,11.996250000000002,5.514,11.638000000000002,5.73075,11.868,5.908,11.99625,4.91975,11.996250000000002,6.351249999999999,11.996250000000002,6.03975,11.868,5.71425,12.1245,6.049,12.1245,6.18075,12.21,6.136,11.996250000000002,6.04425,12.381,6.20025,12.25275,6.2905,12.25275,6.154,12.381,6.2255,12.25275,6.29025,12.381,5.797333333333333,12.381,6.1857500000000005,12.381,5.9262500000000005,12.381,6.4215,12.381,6.0025,12.381,6.21775,12.381,6.4662500000000005,12.381,6.23225,12.381,6.0825000000000005,B,A,-1.3234497832890242,0.1395043436292441,0.0,1.0
AGER,17,34816836.0,34819910.0,34000000.0,Vegf,17,46327919.0,46343295.0,46000000.0,96.541,9.043571428571427,7.298571428571428,12.12725,7.285749999999999,11.7425,7.464,12.381,8.794,12.381,8.6684,12.381,8.874,12.381,7.7628,12.381,7.73875,12.381,8.8705,12.381,9.1915,12.381,8.73625,12.381,8.33125,12.25275,8.5875,12.381,8.8765,12.0732,9.3536,12.381,8.161,12.1245,8.8215,12.25275,8.939499999999999,11.996250000000002,9.23925,11.638000000000002,8.373750000000001,11.868,8.805250000000001,11.99625,8.072999999999999,11.996250000000002,9.42775,11.996250000000002,9.28625,11.868,9.3425,12.1245,9.8825,12.1245,9.60225,12.21,9.153,11.996250000000002,9.2295,12.381,9.55225,12.25275,9.61475,12.25275,10.16975,12.381,9.909,12.25275,10.06425,12.381,9.655,12.381,10.22725,12.381,9.665499999999998,12.381,10.3505,12.381,10.05775,12.381,10.303999999999998,12.381,10.234749999999998,12.381,10.22725,12.381,10.11025,B,B,-1.3234497832890242,0.0,0.0,7.0
AMACR,15,10981842.0,10996712.0,10000000.0,ywhaz,15,36771014.0,36797173.0,36000000.0,43.5666,2.386428571428572,10.110714285714286,3.0555000000000003,9.40475,2.682,9.8955,2.24,9.311,2.531,9.7336,2.22375,9.73225,3.4738,9.758,3.0405,9.60825,2.0765,9.75825,2.91825,9.70625,2.5032500000000004,9.785,2.68725,9.77725,2.3715,9.5755,2.93275,9.62875,2.9428,9.660799999999998,3.2595,9.856,2.61025,9.8525,2.943,9.7915,3.0715,9.72275,3.74075,9.87275,3.40475,9.83675,4.1755,9.76125,2.901,9.8235,2.77725,9.81725,2.16575,9.934,2.35225,9.9015,2.986,9.719,2.978,9.712666666666667,2.53575,9.81725,2.57175,9.895,2.696,9.4845,3.32025,9.927499999999998,2.65325,9.726,3.02575,9.706,2.505666666666667,9.817333333333332,2.089,9.6345,2.5722500000000004,9.67575,2.93625,9.69,2.63625,9.7125,2.86425,9.803999999999998,2.435,9.739,2.98025,9.92125,2.7155,9.7915,A,B,0.1154389674959411,-1.6119715173512832,3.0,0.0
CD38,5,44025895.0,44069717.0,44000000.0,Shisa3,5,67765225.0,67780895.0,67000000.0,45.3336,6.304142857142857,4.207857142857143,6.38475,4.848,6.31925,5.51125,6.646,4.945,6.768600000000001,5.366999999999999,6.658,5.135,5.9968,5.819000000000001,6.9095,6.3105,6.82925,5.993,6.71875,6.37375,6.70525,6.37275,6.93525,6.6072500000000005,7.266,6.1392500000000005,6.9685,5.8875,6.6304,6.548599999999999,7.646,5.181,7.401,6.192,7.744,5.543,7.649249999999999,5.39575,6.56525,5.90025,7.3325,5.5465,6.9625,5.9085,7.6225,4.83075,7.51775,4.56825,7.473999999999999,4.27175,7.67725,4.3935,7.794499999999999,3.96375,7.630666666666666,4.432,7.531,4.59475,7.8995,4.365,8.19125,3.617,8.2115,4.19925,8.1335,4.10925,8.298499999999999,3.6027500000000003,7.497333333333334,3.689333333333334,8.2515,3.0045,7.93925,3.3985000000000003,8.118500000000001,4.38,7.883999999999999,3.6375,8.11575,3.713,7.588249999999999,4.047,7.6455,3.62425,7.67975,2.5255,A,A,-1.6558706673524446,-1.9425548773215495,0.0,0.0
Claudin 1,16,26175392.0,26190591.0,26000000.0,Claudin5,16,18595597.0,18597012.0,18000000.0,88.5651,6.710571428571429,6.964857142857142,6.21725,8.82975,6.0105,8.526,6.1715,9.433,5.8864,9.0934,5.682,9.99,5.686400000000001,9.6656,4.94325,9.53325,5.057,9.34525,4.6835,9.8585,4.68,9.55825,4.7675,10.12475,4.59625,9.716,4.36175,9.7595,4.7946,9.8802,4.6225000000000005,8.725000000000001,4.6865000000000006,10.08725,3.70875,10.82175,4.92375,10.42975,4.54225,8.969750000000001,5.53625,9.8685,5.13525,10.06375,4.89475,10.745,5.228,10.31175,5.15875,9.97625,5.63325,10.05,5.51875,10.35825,5.751666666666666,9.757,5.889,9.81025,5.1715,10.45875,4.25375,10.282,5.2455,10.456,5.5055000000000005,10.0595,5.613,9.70375,5.1386666666666665,9.219,5.301,9.68125,5.291,9.507,4.8525,9.77925,5.3325,9.77875,4.76825,9.74575,5.3375,9.30125,5.190250000000001,9.6205,5.23675,9.03475,A,B,-0.7784711253073396,0.4908476665965925,4.0,4.0
Claudin 1,16,26175392.0,26190591.0,26000000.0,P-63,16,25502513.0,25710852.0,25000000.0,709.8568,6.710571428571429,10.318857142857144,6.21725,10.02525,6.0105,9.85225,6.1715,9.9865,5.8864,10.060199999999998,5.682,9.82,5.686400000000001,10.0912,4.94325,9.75625,5.057,9.45825,4.6835,9.29525,4.68,9.6145,4.7675,9.316,4.59625,9.2895,4.36175,9.26875,4.7946,9.003599999999999,4.6225000000000005,8.8335,4.6865000000000006,9.1915,3.70875,8.689,4.92375,8.815999999999999,4.54225,8.402249999999999,5.53625,8.78975,5.13525,9.04325,4.89475,8.58025,5.228,8.81925,5.15875,8.914,5.63325,8.965499999999999,5.51875,8.674,5.751666666666666,8.413,5.889,9.08725,5.1715,8.802000000000001,4.25375,8.64625,5.2455,8.77125,5.5055000000000005,8.8025,5.613,8.908999999999999,5.1386666666666665,8.860333333333335,5.301,8.744,5.291,9.02575,4.8525,8.75825,5.3325,8.97,4.76825,8.89525,5.3375,8.8785,5.190250000000001,9.0945,5.23675,8.69875,A,A,-0.7784711253073396,-0.6743323981344305,4.0,3.0
